,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
105,investment fund,0.1,2.39,0.03,2.15,331,3,9,6
76,exhibit filed,0.16,2.5,0.16,1.0,368,10,4,6
83,financial consolidated financial,0.08,2.37,0.03,2.13,338,4,9,5
133,mortgage loan,0.24,2.36,0.07,1.89,1416,3,8,5
12,asset management,0.21,2.34,0.08,2.1,1023,4,9,5
186,taxonomy extension,0.17,2.37,0.15,0.95,445,9,4,5
20,capital gain,0.13,2.32,0.01,1.39,379,1,6,5
57,credit exposure,0.2,2.34,0.08,2.1,339,4,9,5
35,commercial mortgage loan,0.05,2.44,0.0,1.22,551,1,5,4
148,note note consolidated,0.31,2.5,0.06,1.5,427,2,6,4
134,mutual fund,0.23,2.33,0.12,2.09,512,5,9,4
177,see item,0.1,2.39,0.05,2.15,425,5,9,4
157,prior year period,0.19,2.64,0.13,0.79,403,7,3,4
171,repurchase agreement,0.1,2.34,0.04,1.87,358,4,8,4
26,cash collateral,0.22,2.34,0.11,2.1,419,5,9,4
99,herein reference,0.28,2.34,0.11,1.87,370,4,8,4
131,million senior,0.19,2.39,0.1,2.15,338,5,9,4
21,capital ratio,0.08,2.36,0.03,1.89,627,4,8,4
34,commercial mortgage,0.24,2.37,0.07,1.66,929,3,7,4
96,gross unrealized,0.18,2.34,0.09,2.1,386,5,9,4
103,insurance subsidiary,0.57,2.44,0.06,1.22,328,1,5,4
111,limited partnership,0.33,2.37,0.1,1.66,363,3,7,4
198,willis tower,0.12,0.0,0.05,0.0,604,4,0,4
117,loan modification,0.08,2.35,0.03,1.88,577,4,8,4
7,american express,0.13,2.8,0.06,0.28,547,5,1,4
125,marsh mclennan,0.1,0.0,0.04,0.0,348,4,0,4
8,amortized cost basis,0.23,2.34,0.12,2.1,474,5,9,4
126,master netting,0.13,2.36,0.05,1.89,685,4,8,4
112,loan held,0.08,2.33,0.02,1.17,884,2,5,3
94,future policy benefit,0.57,2.51,0.06,1.0,425,1,4,3
122,long term,0.24,2.39,0.12,1.92,396,5,8,3
124,market impact,0.27,2.31,0.08,1.38,405,3,6,3
62,day past,0.18,2.36,0.09,1.89,524,5,8,3
63,defined benefit pension,0.17,2.46,0.14,1.23,380,8,5,3
107,investment gain loss,0.34,2.43,0.07,1.21,327,2,5,3
118,loan portfolio,0.18,2.36,0.09,1.89,945,5,8,3
154,policy benefit,0.57,2.51,0.06,1.0,500,1,4,3
152,past due,0.18,2.36,0.09,1.89,474,5,8,3
149,notional amount,0.17,2.4,0.14,1.2,353,8,5,3
116,loan loss,0.08,2.32,0.03,1.62,326,4,7,3
145,noninterest income,0.0,2.18,0.0,0.65,408,0,3,3
142,net revenue,0.14,2.46,0.1,0.98,407,7,4,3
