,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
90,insurance product,5.76,13.51,0.58,12.16,434,1,9,8
119,loss reserve,6.54,13.34,1.31,12.01,714,2,9,7
14,capital ratio,7.02,13.59,0.7,10.87,526,1,8,7
106,line business,5.76,13.66,0.58,10.93,509,1,8,7
34,condensed consolidated,6.1,14.28,5.49,2.86,2887,9,2,7
28,commercial mortgage,0.0,13.55,0.0,9.49,446,0,7,7
118,loss ratio,0.0,13.36,0.0,9.35,459,0,7,7
138,net realized,6.46,13.57,1.94,13.57,594,3,10,7
91,insurance subsidiary,0.0,13.83,0.0,9.68,400,0,7,7
115,loss loan,6.54,13.69,1.31,10.95,434,2,8,6
75,fixed maturity,0.0,13.53,0.0,8.12,2067,0,6,6
108,loan loan,7.02,13.55,0.7,9.49,327,1,7,6
109,loan loss,6.54,13.69,1.31,10.95,405,2,8,6
31,common equity,6.74,13.67,2.02,12.31,739,3,9,6
190,unsecured note,6.14,12.31,4.3,1.23,474,7,1,6
80,future policy,0.0,13.7,0.0,8.22,352,0,6,6
128,mortgage loan,6.4,13.69,1.28,10.95,999,2,8,6
199,year loss,0.0,13.97,0.0,8.38,396,0,6,6
52,derivative asset,6.0,13.4,1.2,10.72,417,2,8,6
136,net investment income,5.78,13.48,0.58,8.09,505,1,6,5
153,policy acquisition,0.0,13.71,0.0,6.86,357,0,5,5
98,investment income,6.0,13.67,2.4,12.31,1224,4,9,5
39,contractual maturity,6.2,13.71,2.48,12.34,349,4,9,5
103,letter credit,6.41,13.67,2.56,12.31,829,4,9,5
37,condensed consolidated statement,6.14,14.28,4.3,2.86,639,7,2,5
36,condensed consolidated financial,5.9,14.28,4.13,2.86,1700,7,2,5
56,embedded derivative,0.0,13.31,0.0,6.65,477,0,5,5
191,unsecured note due,5.97,0.0,2.99,0.0,373,5,0,5
166,refer note,6.37,13.43,1.91,10.74,434,3,8,5
156,property casualty,0.0,13.65,0.0,6.82,810,0,5,5
110,loan portfolio,6.54,13.55,1.31,9.49,550,2,7,5
49,day past due,6.54,13.84,1.31,9.68,500,2,7,5
45,credit loss loan,6.54,13.84,1.31,9.68,360,2,7,5
89,insurance policy,6.38,13.64,1.91,10.92,373,3,8,5
116,loss loss,6.15,13.7,2.46,12.33,1003,4,9,5
88,insurance company,5.68,13.51,2.27,12.16,863,4,9,5
48,day past,6.54,13.84,1.31,9.68,725,2,7,5
183,senior unsecured note,6.17,12.31,3.7,1.23,391,6,1,5
63,expense ratio,5.39,13.64,0.54,6.82,329,1,5,4
87,increased primarily,6.28,13.71,3.14,12.34,379,5,9,4
64,fair value derivative,5.99,13.4,2.4,10.72,339,4,8,4
