,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
133,payment deferral,0.0,14.12,0.0,14.12,450,0,10,10
179,tangible common,0.0,14.12,0.0,14.12,525,0,10,10
56,federal banking,0.0,14.12,0.0,14.12,454,0,10,10
183,total loan,0.0,14.12,0.0,14.12,638,0,10,10
181,tier capital,0.0,14.12,0.0,14.12,868,0,10,10
180,tangible common equity,0.0,14.12,0.0,14.12,392,0,10,10
86,loan balance,0.0,14.12,0.0,14.12,579,0,10,10
93,loan loss,0.0,14.12,0.0,14.12,798,0,10,10
96,loan modified,0.0,14.12,0.0,14.12,400,0,10,10
95,loan modification,0.0,14.12,0.0,14.12,567,0,10,10
120,nonaccrual loan,0.0,14.12,0.0,14.12,789,0,10,10
9,average loan,0.0,14.12,0.0,14.12,377,0,10,10
94,loan million,7.01,14.12,0.78,14.12,471,1,10,9
4,allowance loan,7.01,14.12,0.78,14.12,1066,1,10,9
31,common equity,6.76,14.12,0.75,14.12,1072,1,10,9
5,allowance loan loss,0.0,14.19,0.0,12.77,539,0,9,9
172,stress test,5.41,14.12,0.6,14.12,415,1,10,9
135,preferred series,0.0,14.25,0.0,12.82,637,0,9,9
37,consumer loan,0.0,14.25,0.0,12.82,666,0,9,9
11,bank holding,7.02,14.12,0.78,14.12,591,1,10,9
53,estate loan,0.0,14.25,0.0,12.83,1320,0,9,9
92,loan loan,7.01,14.12,0.78,14.12,648,1,10,9
143,real estate loan,0.0,14.25,0.0,12.83,1320,0,9,9
134,portfolio segment,0.0,14.24,0.0,12.81,423,0,9,9
43,credit loss loan,7.01,14.12,0.78,14.12,418,1,10,9
20,capital ratio,7.01,14.12,0.78,14.12,953,1,10,9
102,loss loan,7.01,14.12,0.78,14.12,546,1,10,9
112,mortgage servicing,6.76,14.12,0.75,14.12,359,1,10,9
116,net interest income,5.77,14.12,0.64,14.12,1581,1,10,9
12,bank holding company,7.02,14.12,0.78,14.12,401,1,10,9
48,derivative asset,7.02,14.12,1.56,14.12,672,2,10,8
47,day past due,5.22,14.12,1.16,14.12,543,2,10,8
46,day past,5.22,14.12,1.16,14.12,836,2,10,8
138,provision credit loss,7.02,14.12,1.56,14.12,1089,2,10,8
89,loan held investment,0.0,13.99,0.0,11.19,485,0,8,8
170,small business,5.23,14.12,1.16,14.12,529,2,10,8
87,loan day,7.01,14.25,0.78,12.83,372,1,9,8
88,loan held,7.01,14.25,0.78,12.83,1448,1,9,8
91,loan lease,0.0,14.4,0.0,11.52,1214,0,8,8
137,provision credit,7.02,14.12,1.56,14.12,1490,2,10,8
97,loan portfolio,5.22,14.12,1.16,14.12,1252,2,10,8
104,master netting,7.02,14.12,1.56,14.12,543,2,10,8
148,residential real estate,0.0,14.35,0.0,11.48,989,0,8,8
185,trading asset,0.0,13.99,0.0,11.19,439,0,8,8
26,commercial loan,7.01,14.25,0.78,12.82,791,1,9,8
193,valuation adjustment,5.77,14.25,0.64,12.82,488,1,9,8
165,series preferred,6.76,14.25,0.75,12.82,439,1,9,8
21,card loan,0.0,14.39,0.0,11.51,761,0,8,8
41,credit card loan,0.0,14.39,0.0,11.51,702,0,8,8
106,million billion,5.74,14.12,1.91,14.12,442,3,10,7
124,nonperforming loan,7.01,14.34,0.78,11.47,518,1,8,7
13,banking revenue,5.86,14.26,0.65,11.41,414,1,8,7
115,net interest,6.21,14.12,2.07,14.12,2726,3,10,7
72,held investment,7.02,13.87,1.56,12.48,629,2,9,7
