,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
109,impact foreign,6.51,0.0,6.51,0.0,295,3,0,3
110,impact foreign currency,6.51,0.0,6.51,0.0,250,3,0,3
118,million due,6.51,0.0,6.51,0.0,120,3,0,3
151,putative class,0.0,14.37,0.0,14.37,135,0,3,3
65,december company,6.51,13.1,6.51,4.37,204,3,1,2
61,currency rate,6.51,16.63,6.51,5.54,113,3,1,2
139,operating income,6.51,13.39,6.51,4.46,187,3,1,2
140,paid subscriber,6.39,0.0,4.26,0.0,160,2,0,2
143,period fiscal,6.39,0.0,4.26,0.0,305,2,0,2
199,york mellon trust,0.0,13.24,0.0,8.83,120,0,2,2
123,monthly revenue per,6.9,0.0,4.6,0.0,122,2,0,2
50,consolidated financial except,0.0,14.86,0.0,9.91,193,0,2,2
1,account receivable,7.06,14.37,2.35,14.37,245,1,3,2
152,quarter fiscal,6.39,0.0,4.26,0.0,307,2,0,2
161,secured note due,0.0,13.24,0.0,8.83,125,0,2,2
38,class common,5.72,14.37,1.91,14.37,930,1,3,2
37,class action,5.72,14.37,1.91,14.37,126,1,3,2
125,new york mellon,0.0,13.24,0.0,8.83,126,0,2,2
75,district court,5.72,14.37,1.91,14.37,299,1,3,2
122,monthly revenue,6.9,0.0,4.6,0.0,122,2,0,2
166,senior secured note,0.0,13.24,0.0,8.83,183,0,2,2
120,million year ended,6.75,14.37,2.25,14.37,141,1,3,2
119,million year,6.75,14.37,2.25,14.37,159,1,3,2
117,mellon trust,0.0,13.24,0.0,8.83,120,0,2,2
114,june company,6.51,13.1,6.51,4.37,153,3,1,2
87,film television,6.39,0.0,4.26,0.0,361,2,0,2
108,impact financial,7.06,14.37,2.35,14.37,131,1,3,2
92,fiscal company,6.39,0.0,4.26,0.0,151,2,0,2
93,fiscal primarily,6.39,0.0,4.26,0.0,128,2,0,2
104,guarantor party thereto,0.0,13.24,0.0,8.83,115,0,2,2
103,guarantor party,0.0,13.24,0.0,8.83,148,0,2,2
96,fourth quarter fiscal,6.39,0.0,4.26,0.0,129,2,0,2
165,senior secured,0.0,13.24,0.0,8.83,247,0,2,2
49,connection closing,0.0,13.24,0.0,8.83,132,0,2,2
18,average monthly revenue,6.9,0.0,4.6,0.0,122,2,0,2
6,adversely affect financial,6.75,14.37,2.25,14.37,156,1,3,2
26,billion senior,5.72,14.37,1.91,14.37,211,1,3,2
27,business financial,5.72,14.37,1.91,14.37,150,1,3,2
175,statement operation,6.51,13.1,6.51,4.37,174,3,1,2
193,voting power,5.72,14.37,1.91,14.37,121,1,3,2
17,average monthly,6.51,13.39,6.51,4.46,164,3,1,2
176,subscription revenue,6.39,0.0,4.26,0.0,117,2,0,2
4,adjusted ebitda,0.0,13.24,0.0,8.83,220,0,2,2
173,spectrum license,0.0,13.24,0.0,8.83,259,0,2,2
198,york mellon,0.0,13.24,0.0,8.83,126,0,2,2
2,account within,0.0,15.01,0.0,10.01,128,0,2,2
185,trust company,0.0,13.39,0.0,4.46,119,0,1,1
188,user account,0.0,16.63,0.0,5.54,224,0,1,1
187,unaudited consolidated financial,5.72,0.0,1.91,0.0,169,1,0,1
186,unaudited consolidated,5.72,0.0,1.91,0.0,169,1,0,1
167,service revenue,6.39,14.37,4.26,14.37,116,2,3,1
184,theme park,7.06,0.0,2.35,0.0,260,1,0,1
115,liberty broadband,0.0,13.1,0.0,4.37,131,0,1,1
121,mobile device,5.72,14.86,1.91,9.91,113,1,2,1
183,term loan,5.72,13.24,1.91,8.83,235,1,2,1
116,loan facility,6.39,13.39,4.26,4.46,187,2,1,1
192,video service,6.39,13.1,4.26,4.37,173,2,1,1
190,user data,6.24,16.63,4.16,5.54,216,2,1,1
113,interest rate swap,6.39,13.39,4.26,4.46,125,2,1,1
112,information service,5.72,13.24,1.91,8.83,139,1,2,1
191,user engagement,0.0,16.63,0.0,5.54,116,0,1,1
127,news america marketing,5.72,0.0,1.91,0.0,169,1,0,1
194,walt disney,7.06,0.0,2.35,0.0,297,1,0,1
107,hong kong,6.39,16.63,4.26,5.54,113,2,1,1
106,holding common,0.0,13.1,0.0,4.37,113,0,1,1
105,holding capital,0.0,13.1,0.0,4.37,125,0,1,1
195,walt disney companynotes,7.06,0.0,2.35,0.0,160,1,0,1
126,news america,5.72,0.0,1.91,0.0,216,1,0,1
131,news medium,5.72,0.0,1.91,0.0,120,1,0,1
128,news corp,5.72,0.0,1.91,0.0,159,1,0,1
145,primarily due million,6.24,13.1,4.16,4.37,120,2,1,1
170,share class,5.72,14.86,1.91,9.91,277,1,2,1
171,share class common,5.72,14.86,1.91,9.91,247,1,2,1
162,segment ebitda,5.72,0.0,1.91,0.0,182,1,0,1
174,sport programming,6.39,13.1,4.26,4.37,131,2,1,1
160,secured note,5.72,13.24,1.91,8.83,189,1,2,1
159,report filed charter,0.0,13.1,0.0,4.37,202,0,1,1
156,real estate service,5.72,0.0,1.91,0.0,147,1,0,1
155,rea group,5.72,0.0,1.91,0.0,345,1,0,1
154,rate swap,6.39,13.39,4.26,4.46,126,2,1,1
153,rate lock,0.0,13.39,0.0,4.46,116,0,1,1
149,provision income,6.24,16.63,4.16,5.54,147,2,1,1
148,property equipment,6.75,15.01,2.25,10.01,129,1,2,1
144,postretirement medical,7.06,0.0,2.35,0.0,115,1,0,1
129,news corporation,5.72,0.0,1.91,0.0,316,1,0,1
178,subsidiariesnotes consolidated,0.0,13.1,0.0,4.37,191,0,1,1
142,pension postretirement,6.39,13.39,4.26,4.46,145,2,1,1
179,subsidiariesnotes consolidated financial,0.0,13.1,0.0,4.37,191,0,1,1
180,supplemental dated,7.06,13.24,2.35,8.83,198,1,2,1
137,offinancial condition result,7.06,0.0,2.35,0.0,178,1,0,1
136,offinancial condition,7.06,0.0,2.35,0.0,178,1,0,1
181,tabular dollar,7.06,0.0,2.35,0.0,160,1,0,1
134,note condensed consolidated,7.06,15.01,2.35,10.01,452,1,2,1
133,note condensed,7.06,15.01,2.35,10.01,455,1,2,1
132,noncontrolling interest,6.39,13.1,4.26,4.37,169,2,1,1
182,tabular dollar except,7.06,0.0,2.35,0.0,160,1,0,1
168,service segment,5.72,0.0,1.91,0.0,129,1,0,1
102,goodwill intangible asset,6.39,14.37,4.26,14.37,133,2,3,1
0,accompanying consolidated financial,6.24,13.1,4.16,4.37,202,2,1,1
51,consolidated financial tabular,7.06,0.0,2.35,0.0,160,1,0,1
14,analysis offinancial condition,7.06,0.0,2.35,0.0,178,1,0,1
45,condensed consolidated,7.06,15.01,2.35,10.01,1396,1,2,1
46,condensed consolidated balance,7.06,15.01,2.35,10.01,212,1,2,1
47,condensed consolidated financial,7.06,15.01,2.35,10.01,829,1,2,1
48,condensed consolidated statement,7.06,15.01,2.35,10.01,354,1,2,1
13,analysis offinancial,7.06,0.0,2.35,0.0,178,1,0,1
98,foxtel debt group,5.72,0.0,1.91,0.0,118,1,0,1
52,consumer hardware,0.0,16.63,0.0,5.54,160,0,1,1
53,content asset,6.75,0.0,2.25,0.0,121,1,0,1
54,contentsnews corporationnotes,5.72,0.0,1.91,0.0,179,1,0,1
55,contentsnews corporationnotes consolidated,5.72,0.0,1.91,0.0,116,1,0,1
56,corporationnotes consolidated,5.72,0.0,1.91,0.0,116,1,0,1
11,america marketing,5.72,0.0,1.91,0.0,172,1,0,1
57,corporationnotes consolidated financial,5.72,0.0,1.91,0.0,116,1,0,1
58,corresponding period,6.24,13.1,4.16,4.37,390,2,1,1
24,billion aggregate,6.75,13.24,2.25,8.83,120,1,2,1
44,comprehensive loss,6.24,14.37,4.16,14.37,128,2,3,1
16,attributable noncontrolling,6.39,13.1,4.26,4.37,116,2,1,1
60,currency fluctuation,6.39,13.39,4.26,4.46,189,2,1,1
41,companynotes condensed consolidated,7.06,0.0,2.35,0.0,160,1,0,1
28,cash equivalent restricted,6.9,13.1,4.6,4.37,116,2,1,1
29,cash flow hedge,6.39,13.39,4.26,4.46,156,2,1,1
30,cco holding,0.0,13.1,0.0,4.37,235,0,1,1
23,bear interest,6.39,13.39,4.26,4.46,116,2,1,1
31,cco holding capital,0.0,13.1,0.0,4.37,125,0,1,1
32,charter class,0.0,13.1,0.0,4.37,147,0,1,1
22,bank trust company,0.0,13.39,0.0,4.46,119,0,1,1
33,charter class common,0.0,13.1,0.0,4.37,147,0,1,1
34,charter communication,0.0,13.1,0.0,4.37,200,0,1,1
35,charter holding,0.0,13.1,0.0,4.37,208,0,1,1
36,charter operating,0.0,13.1,0.0,4.37,189,0,1,1
21,bank trust,0.0,13.39,0.0,4.46,119,0,1,1
20,bank new york,5.72,13.24,1.91,8.83,136,1,2,1
39,class common stock,5.72,14.86,1.91,9.91,664,1,2,1
40,companynotes condensed,7.06,0.0,2.35,0.0,160,1,0,1
59,corresponding period fiscal,5.72,0.0,1.91,0.0,303,1,0,1
10,allowance credit loss,7.06,15.01,2.35,10.01,136,1,2,1
9,allowance credit,7.06,15.01,2.35,10.01,178,1,2,1
86,filed charter,0.0,13.1,0.0,4.37,202,0,1,1
79,eip receivables,0.0,13.39,0.0,4.46,190,0,1,1
80,equivalent restricted,6.9,13.1,4.6,4.37,116,2,1,1
81,estate service,5.72,0.0,1.91,0.0,147,1,0,1
82,exhibit current,6.39,13.1,4.26,4.37,300,2,1,1
83,exhibit current report,6.39,13.1,4.26,4.37,300,2,1,1
84,false account,0.0,16.63,0.0,5.54,126,0,1,1
85,family metric,0.0,16.63,0.0,5.54,173,0,1,1
88,financial except,7.06,14.86,2.35,9.91,195,1,2,1
78,dow jones,5.72,15.01,1.91,10.01,198,1,2,1
89,financial tabular,7.06,0.0,2.35,0.0,160,1,0,1
90,financial tabular dollar,7.06,0.0,2.35,0.0,160,1,0,1
91,financing lease,7.06,15.01,2.35,10.01,139,1,2,1
94,flow hedge,6.39,13.39,4.26,4.46,158,2,1,1
95,foreign currency fluctuation,6.39,13.39,4.26,4.46,172,2,1,1
97,foxtel debt,5.72,0.0,1.91,0.0,142,1,0,1
3,active user,0.0,16.63,0.0,5.54,159,0,1,1
62,current report filed,7.06,13.24,2.35,8.83,202,1,2,1
25,billion aggregate principal,6.75,13.24,2.25,8.83,120,1,2,1
77,dollar except per,7.06,0.0,2.35,0.0,160,1,0,1
63,data signal,0.0,16.63,0.0,5.54,155,0,1,1
74,disney companynotes condensed,7.06,0.0,2.35,0.0,160,1,0,1
73,disney companynotes,7.06,0.0,2.35,0.0,160,1,0,1
72,discussion analysis offinancial,7.06,0.0,2.35,0.0,178,1,0,1
64,debt group,5.72,0.0,1.91,0.0,121,1,0,1
71,digital real estate,5.72,0.0,1.91,0.0,162,1,0,1
66,deferred purchase,0.0,13.39,0.0,4.46,114,0,1,1
70,digital real,5.72,0.0,1.91,0.0,162,1,0,1
76,dollar except,7.06,0.0,2.35,0.0,162,1,0,1
69,deutsche bank trust,0.0,13.39,0.0,4.46,119,0,1,1
5,adverse effect financial,5.72,15.01,1.91,10.01,115,1,2,1
7,aggregate principal,6.24,13.24,4.16,8.83,234,2,2,0
8,aggregate principal amount,6.24,13.24,4.16,8.83,193,2,2,0
12,amount senior,6.24,13.24,4.16,8.83,140,2,2,0
189,user base,5.72,16.63,1.91,5.54,126,1,1,0
197,year ended june,5.72,13.39,1.91,4.46,428,1,1,0
196,weighted average,6.39,13.24,4.26,8.83,193,2,2,0
19,bank new,6.24,13.24,4.16,8.83,169,2,2,0
15,april connection,5.72,13.39,1.91,4.46,118,1,1,0
99,future cash,6.39,13.24,4.26,8.83,123,2,2,0
177,subscription video,5.72,13.1,1.91,4.37,124,1,1,0
172,social medium,6.24,15.01,4.16,10.01,123,2,2,0
101,general corporate,6.24,13.24,4.16,8.83,133,2,2,0
111,increased compared,6.24,14.86,4.16,9.91,122,2,2,0
124,negative impact,6.39,13.24,4.26,8.83,130,2,2,0
68,deutsche bank,6.9,13.24,4.6,8.83,185,2,2,0
67,derivative instrument,6.39,13.24,4.26,8.83,185,2,2,0
130,news information,5.72,13.1,1.91,4.37,115,1,1,0
