,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
111,negative impact,5.7,0.0,5.7,0.0,111,3,0,3
16,capital stock,0.0,10.57,0.0,10.57,138,0,3,3
46,could harm financial,0.0,10.9,0.0,7.27,98,0,2,2
171,statement included part,5.0,10.57,1.67,10.57,99,1,3,2
65,expense consist,5.0,10.57,1.67,10.57,95,1,3,2
118,offering period,5.56,0.0,3.7,0.0,131,2,0,2
163,share common stock,5.7,9.92,5.7,3.31,99,3,1,2
162,share common,5.7,9.92,5.7,3.31,141,3,1,2
161,share class common,0.0,10.9,0.0,7.27,166,0,2,2
42,consumer hardware,0.0,10.9,0.0,7.27,162,0,2,2
160,share class,0.0,10.9,0.0,7.27,209,0,2,2
44,contentsnotes consolidated,6.06,0.0,4.04,0.0,153,2,0,2
45,contentsnotes consolidated financial,6.06,0.0,4.04,0.0,153,2,0,2
170,statement except per,6.11,10.57,2.04,10.57,154,1,3,2
27,class common stock,0.0,10.9,0.0,7.27,420,0,2,2
47,credit agreement,5.7,9.92,5.7,3.31,248,3,1,2
126,pension plan,5.7,9.92,5.7,3.31,121,3,1,2
127,pension postretirement,6.06,0.0,4.04,0.0,109,2,0,2
54,derivative instrument,5.7,11.62,5.7,3.87,118,3,1,2
55,development expense,5.0,10.57,1.67,10.57,87,1,3,2
132,postretirement benefit,6.06,0.0,4.04,0.0,113,2,0,2
133,price class,0.0,10.9,0.0,7.27,91,0,2,2
135,product change,0.0,10.9,0.0,7.27,100,0,2,2
146,require significant,6.0,10.57,2.0,10.57,103,1,3,2
141,reference exhibit,5.7,10.18,5.7,3.39,180,3,1,2
66,expense current,0.0,10.9,0.0,7.27,106,0,2,2
29,common stock class,0.0,10.9,0.0,7.27,88,0,2,2
139,quarterly report quarter,5.7,9.92,5.7,3.31,94,3,1,2
187,user engagement,0.0,10.9,0.0,7.27,119,0,2,2
88,gross unrecognized,5.0,10.57,1.67,10.57,92,1,3,2
10,amount recognized,5.7,11.62,5.7,3.87,91,3,1,2
11,benefit plan,5.7,9.92,5.7,3.31,87,3,1,2
110,multiple user,0.0,10.05,0.0,6.7,86,0,2,2
189,vice president,5.7,11.62,5.7,3.87,88,3,1,2
26,class common,0.0,10.9,0.0,7.27,619,0,2,2
186,user data,5.0,10.57,1.67,10.57,240,1,3,2
7,affect business financial,0.0,10.9,0.0,7.27,87,0,2,2
89,gross unrecognized tax,5.0,10.57,1.67,10.57,91,1,3,2
182,trading price,6.0,10.57,2.0,10.57,117,1,3,2
180,total net,5.7,11.62,5.7,3.87,101,3,1,2
177,take action,5.0,10.57,1.67,10.57,118,1,3,2
105,may negatively,5.0,10.57,1.67,10.57,98,1,3,2
87,government inquiry,0.0,10.9,0.0,7.27,98,0,2,2
104,may future,0.0,10.9,0.0,7.27,117,0,2,2
