,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
81,inline xbrl taxonomy extension,3.98,0.0,3.18,0.0,89,4,0,4
163,series cumulative redeemable preferred,0.0,6.0,0.0,6.0,117,0,4,4
194,weighted average interest rate,4.06,5.88,4.06,1.47,151,5,1,4
34,consolidated financial statement item,3.97,5.9,3.17,1.48,188,4,1,3
17,cash cash equivalent restricted cash,3.88,6.12,2.33,1.53,79,3,1,2
135,realty consolidated financial statement,0.0,6.11,0.0,3.06,78,0,2,2
61,exhibit current report filed,4.22,5.88,2.53,1.47,297,3,1,2
18,cash equivalent restricted cash,4.02,6.11,3.21,3.06,149,4,2,2
16,cash cash equivalent restricted,3.88,6.12,2.33,1.53,104,3,1,2
187,unsecured revolving credit facility,4.0,6.03,0.8,4.53,74,1,3,2
151,reference exhibit current report filed,4.22,5.88,2.53,1.47,295,3,1,2
80,increased three month ended,4.02,6.12,2.41,1.53,91,3,1,2
91,material adverse effect financial result,4.22,6.0,1.69,6.0,86,2,4,2
9,aggregate principal amount senior,3.84,0.0,1.53,0.0,90,2,0,2
8,activity significantly impact economic,4.43,5.97,0.89,4.48,76,1,3,2
104,net income attributable common,4.4,5.97,0.88,4.48,85,1,3,2
4,accompanying note consolidated financial,4.28,6.1,2.57,1.52,90,3,1,2
94,million aggregate principal amount senior,3.84,0.0,1.53,0.0,90,2,0,2
102,month ended june primarily,4.08,6.01,3.26,3.0,87,4,2,2
132,property property note consolidated,0.0,5.88,0.0,1.47,103,0,1,1
134,real estate joint venture,4.4,5.89,0.88,2.94,325,1,2,1
131,property property consolidated financial except,0.0,5.88,0.0,1.47,75,0,1,1
136,realty digital realty filed,0.0,6.1,0.0,1.52,156,0,1,1
133,property property note consolidated financial,0.0,5.88,0.0,1.47,103,0,1,1
100,million three month ended march,3.74,5.96,1.49,4.47,116,2,3,1
137,realty note consolidated financial,0.0,6.12,0.0,1.53,111,0,1,1
138,realty note consolidated financial statement,0.0,6.12,0.0,1.53,110,0,1,1
139,realty realty subsidiariesnotes condensed,0.0,6.1,0.0,1.52,161,0,1,1
140,realty realty subsidiariesnotes condensed consolidated,0.0,6.1,0.0,1.52,161,0,1,1
141,realty realty subsidiariesnotes consolidated,0.0,6.1,0.0,1.52,126,0,1,1
142,realty realty subsidiariesnotes consolidated financial,0.0,6.1,0.0,1.52,126,0,1,1
143,realty subsidiariesnotes condensed consolidated,0.0,6.1,0.0,1.52,161,0,1,1
144,realty subsidiariesnotes condensed consolidated financial,0.0,6.1,0.0,1.52,161,0,1,1
130,property property consolidated financial,0.0,5.88,0.0,1.47,75,0,1,1
122,per unit per unit,0.0,5.88,0.0,1.47,178,0,1,1
129,property note consolidated financial except,0.0,5.88,0.0,1.47,103,0,1,1
116,note integral part consolidated financial,3.74,5.9,1.49,1.48,162,2,1,1
105,new michael polo ralph,0.0,5.88,0.0,1.47,83,0,1,1
106,nine month ended september compared,3.82,6.04,1.53,4.53,85,2,3,1
107,noi share cash basis,0.0,6.12,0.0,1.53,201,0,1,1
110,note consolidated financial except per,0.0,5.88,0.0,1.47,103,0,1,1
112,note consolidated financial statement realty,0.0,6.12,0.0,1.53,82,0,1,1
114,note due reference exhibit current,4.23,0.0,0.85,0.0,96,1,0,1
115,note integral part consolidated,3.74,5.9,1.49,1.48,162,2,1,1
118,note note consolidated financial statement,3.74,6.1,1.49,1.52,77,2,1,1
127,property consolidated financial except per,0.0,5.88,0.0,1.47,75,0,1,1
120,per unit amountsand indicated,0.0,5.88,0.0,1.47,178,0,1,1
121,per unit amountsand indicated million,0.0,5.88,0.0,1.47,178,0,1,1
146,realty trust vornado realty,0.0,6.12,0.0,1.53,243,0,1,1
123,per unit per unit amountsand,0.0,5.88,0.0,1.47,178,0,1,1
124,privately held entity report,0.0,5.9,0.0,1.48,257,0,1,1
125,privately held entity report nav,0.0,5.9,0.0,1.48,178,0,1,1
126,property consolidated financial except,0.0,5.88,0.0,1.47,75,0,1,1
145,realty subsidiariesnotes consolidated financial,0.0,6.1,0.0,1.52,126,0,1,1
152,reference exhibit simon property,0.0,5.88,0.0,1.47,114,0,1,1
147,realty trust vornado realty consolidated,0.0,6.12,0.0,1.53,81,0,1,1
185,unit per unit amountsand,0.0,5.88,0.0,1.47,178,0,1,1
176,trust vornado realty consolidated financial,0.0,6.12,0.0,1.53,81,0,1,1
177,trust vornado realty note,0.0,6.12,0.0,1.53,109,0,1,1
178,trust vornado realty note consolidated,0.0,6.12,0.0,1.53,109,0,1,1
180,unaudited consolidated financial statement item,0.0,5.9,0.0,1.48,89,0,1,1
181,unconsolidated real estate entity,4.4,0.0,0.88,0.0,84,1,0,1
182,unconsolidated real estate joint,0.0,5.9,0.0,1.48,401,0,1,1
183,unconsolidated real estate joint venture,0.0,5.9,0.0,1.48,165,0,1,1
184,unit amountsand indicated million,0.0,5.88,0.0,1.47,178,0,1,1
186,unit per unit amountsand indicated,0.0,5.88,0.0,1.47,178,0,1,1
148,realty trust vornado realty note,0.0,6.12,0.0,1.53,109,0,1,1
188,unsecured senior line credit,0.0,5.9,0.0,1.48,227,0,1,1
189,unsecured senior note payable,0.0,5.9,0.0,1.48,129,0,1,1
190,vornado realty consolidated financial,0.0,6.12,0.0,1.53,81,0,1,1
191,vornado realty consolidated financial statement,0.0,6.12,0.0,1.53,74,0,1,1
192,vornado realty note consolidated,0.0,6.12,0.0,1.53,111,0,1,1
193,vornado realty note consolidated financial,0.0,6.12,0.0,1.53,111,0,1,1
195,weyerhaeuser company annual report,4.0,0.0,0.8,0.0,212,1,0,1
198,year ended december compared period,3.24,6.0,0.65,3.0,77,1,2,1
175,trust vornado realty consolidated,0.0,6.12,0.0,1.53,81,0,1,1
174,three month ended june compared,3.96,6.01,2.37,3.0,81,3,2,1
172,summary significant accounting policy,4.22,6.0,2.53,3.0,86,3,2,1
171,subsidiariesnotes condensed consolidated financial,0.0,6.1,0.0,1.52,161,0,1,1
149,reference exhibit company filed,4.4,0.0,0.88,0.0,81,1,0,1
150,reference exhibit current report,4.22,5.99,2.53,3.0,306,3,2,1
1,accompanying consolidated statement operation comprehensive,0.0,5.88,0.0,1.47,94,0,1,1
153,reference exhibit vornado realty,0.0,6.12,0.0,1.53,170,0,1,1
154,report digital realty digital,0.0,6.1,0.0,1.52,161,0,1,1
155,report digital realty digital realty,0.0,6.1,0.0,1.52,161,0,1,1
157,section note significant accounting,0.0,5.9,0.0,1.48,98,0,1,1
158,section within item additional,0.0,5.9,0.0,1.48,77,0,1,1
161,senior unsecured note due,4.43,6.0,0.89,3.0,125,1,2,1
162,series convertible preferred stock,0.0,5.9,0.0,1.48,88,0,1,1
164,share digital realty common,0.0,6.1,0.0,1.52,103,0,1,1
165,share digital realty common stock,0.0,6.1,0.0,1.52,87,0,1,1
166,spade new michael polo,0.0,5.88,0.0,1.47,83,0,1,1
167,spade new michael polo ralph,0.0,5.88,0.0,1.47,83,0,1,1
168,statement set forth item,3.82,6.12,1.53,1.53,80,2,1,1
169,statementsdigital realty realty subsidiariesnotes,0.0,6.1,0.0,1.52,126,0,1,1
170,statementsdigital realty realty subsidiariesnotes consolidated,0.0,6.1,0.0,1.52,126,0,1,1
101,million unsecured senior note,0.0,5.9,0.0,1.48,111,0,1,1
199,year ended december primarily,4.02,6.01,2.41,3.0,75,3,2,1
64,financial except per unit,0.0,5.88,0.0,1.47,178,0,1,1
45,contentssimon property property consolidated financial,0.0,5.88,0.0,1.47,75,0,1,1
