,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
156,quarterly report quarter ended,0.59,12.19,0.13,9.48,98,2,7,5
114,million second quarter fiscal,0.6,0.0,0.27,0.0,118,4,0,4
197,three six month ended june,0.16,14.39,0.02,7.99,211,1,5,4
119,million three month ended,0.75,12.19,0.25,9.48,228,3,7,4
112,million million three month ended,0.55,12.63,0.12,8.42,95,2,6,4
57,district court southern district,0.0,11.76,0.0,5.23,85,0,4,4
111,million million three month,0.55,12.63,0.12,8.42,97,2,6,4
117,million six month ended june,0.11,14.31,0.02,9.54,92,2,6,4
196,three nine month ended september,0.16,14.39,0.02,7.99,110,1,5,4
134,nine month ended september,0.11,14.31,0.02,9.54,430,2,6,4
198,unsecured revolving credit facility,0.41,9.9,0.27,2.2,125,6,2,4
5,accompanying note integral part,0.0,14.51,0.0,6.45,111,0,4,4
180,six month ended june,0.11,14.31,0.02,9.54,808,2,6,4
116,million six month ended,0.38,13.62,0.13,10.6,115,3,7,4
120,million three month ended march,0.55,13.09,0.12,7.27,110,2,5,3
141,note consolidated financial statement included,0.46,11.04,0.26,2.45,106,5,2,3
81,fiscal year ended december,0.1,14.31,0.03,9.54,175,3,6,3
187,subsidiariesnotes condensed consolidated financial statement,0.0,11.24,0.0,3.75,245,0,3,3
118,million third quarter fiscal,0.79,0.0,0.26,0.0,129,3,0,3
24,chief financial officer pursuant,0.3,13.23,0.17,2.94,79,5,2,3
192,three month ended june,0.38,14.31,0.13,9.54,504,3,6,3
113,million million year ended,0.38,12.5,0.13,8.33,86,3,6,3
96,inline xbrl taxonomy extension,0.41,16.37,0.27,5.46,85,6,3,3
106,million first quarter fiscal,0.79,0.0,0.26,0.0,80,3,0,3
110,million million third quarter,0.43,0.0,0.14,0.0,83,3,0,3
101,item financial statement supplementary,0.55,13.62,0.25,10.6,89,4,7,3
4,accompanying note consolidated financial,0.3,11.72,0.17,2.61,100,5,2,3
128,net cash provided operating activity,0.39,12.66,0.3,5.63,103,7,4,3
70,filed exhibit current report,0.12,0.0,0.03,0.0,118,2,0,2
137,note condensed consolidated financial,0.59,11.91,0.39,5.29,650,6,4,2
64,executive vice president chief,0.4,13.18,0.27,5.86,107,6,4,2
65,executive vice president chief financial,0.4,13.18,0.27,5.86,84,6,4,2
52,corporation subsidiariesnotes condensed consolidated financial,0.0,11.72,0.0,2.61,139,0,2,2
132,nine month ended december,0.55,0.0,0.12,0.0,253,2,0,2
131,nine month ended august,0.0,9.92,0.0,2.2,231,0,2,2
53,corporation subsidiariesnotes consolidated financial,0.0,11.72,0.0,2.61,80,0,2,2
75,first nine month fiscal,0.62,0.0,0.14,0.0,351,2,0,2
76,first six month fiscal,0.62,0.0,0.14,0.0,349,2,0,2
121,million year ended december,0.38,13.09,0.13,7.27,134,3,5,2
83,foreign currency forward contract,0.05,13.45,0.01,4.48,93,1,3,2
84,gain reclassified accumulated comprehensive,0.0,13.22,0.0,2.94,81,0,2,2
85,gain reclassified accumulated comprehensive income,0.0,13.22,0.0,2.94,81,0,2,2
148,price active market identical asset,0.41,12.89,0.27,5.73,79,6,4,2
87,grant date fair value,0.41,15.76,0.27,7.0,128,6,4,2
97,issued accounting standard update,0.58,12.47,0.39,5.54,103,6,4,2
102,line item consolidated statement,0.72,13.33,0.24,7.41,107,3,5,2
108,million first six month fiscal,0.62,0.0,0.14,0.0,137,2,0,2
