,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
98,integrated circuit,3.58,11.64,2.87,2.33,515,8,2,6
45,deferred revenue,3.4,12.45,1.36,12.45,596,4,10,6
62,ended october,3.61,10.64,2.89,2.13,329,8,2,6
183,support service,3.37,11.93,1.01,10.74,340,3,9,6
102,june compared,3.4,13.24,0.68,9.26,265,2,7,5
57,ended january,3.61,13.39,2.89,4.02,823,8,3,5
60,ended june compared,3.4,13.24,0.68,9.26,251,2,7,5
126,month period,0.0,12.25,0.0,6.13,462,0,5,5
161,report year,3.79,12.66,1.52,11.4,228,4,9,5
162,report year ended,3.79,12.66,1.52,11.4,228,4,9,5
112,million aggregate principal amount,3.41,12.68,1.02,10.14,249,3,8,5
179,solution service,3.11,11.83,0.93,9.47,225,3,8,5
192,three month ended june,3.43,12.92,1.03,10.34,450,3,8,5
111,million aggregate principal,3.41,12.68,1.02,10.14,253,3,8,5
6,annual report year,3.79,12.66,1.52,11.4,226,4,9,5
7,annual report year ended,3.79,12.66,1.52,11.4,226,4,9,5
12,cash flow hedge,3.55,12.46,3.2,6.23,296,9,5,4
122,month ended june,3.62,12.92,1.45,10.34,1543,4,8,4
154,principal amount senior,3.6,12.68,1.44,10.14,266,4,8,4
156,professional service,3.38,11.93,1.69,10.74,316,5,9,4
158,quarter fiscal year,3.53,13.58,2.47,4.08,371,7,3,4
159,rate swap,3.51,12.95,2.46,3.88,565,7,3,4
117,million share common stock,3.76,12.45,1.88,11.2,220,5,9,4
87,half fiscal,3.7,11.65,2.22,2.33,225,6,2,4
116,million share common,3.76,12.45,1.88,11.2,274,5,9,4
5,amount senior,3.6,12.68,1.44,10.14,270,4,8,4
86,free cash,3.29,12.07,0.33,6.03,260,1,5,4
4,aggregate principal amount senior,3.6,12.68,1.44,10.14,260,4,8,4
75,first quarter fiscal,3.6,12.69,3.24,6.35,891,9,5,4
175,six month ended june,3.4,13.03,0.68,7.82,797,2,6,4
180,statement operation,3.48,12.74,2.78,5.1,439,8,4,4
138,nine month ended september,3.4,13.03,0.68,7.82,415,2,6,4
194,unrealized loss,3.55,11.73,3.2,5.86,272,9,5,4
99,interest rate swap,3.51,12.95,2.46,3.88,546,7,3,4
129,net earnings,4.15,11.86,0.42,5.93,230,1,5,4
82,flow hedge,3.55,12.46,3.2,6.23,296,9,5,4
124,month ended september,3.4,13.03,0.68,7.82,667,2,6,4
89,included within,3.31,11.91,1.66,9.53,236,5,8,3
127,month period ended,0.0,12.6,0.0,3.78,459,0,3,3
128,national information,3.72,12.23,0.37,4.89,314,1,4,3
63,ended september,3.67,12.66,2.2,11.39,1102,6,9,3
118,month ended april,3.49,12.36,1.75,2.47,610,5,2,3
120,month ended january,3.34,10.55,1.33,1.06,673,4,1,3
68,fasb issued asu,3.79,12.64,1.9,10.11,242,5,8,3
103,license agreement,3.27,11.69,1.31,8.18,379,4,7,3
115,million fiscal,3.52,11.58,2.47,4.63,270,7,4,3
133,net sale,3.68,13.27,2.21,3.98,610,6,3,3
110,million aggregate,3.33,12.68,1.66,10.14,284,5,8,3
101,joint venture,3.56,11.66,2.49,4.66,326,7,4,3
109,memory storage,4.05,0.0,1.22,0.0,299,3,0,3
108,material adverse effect result financial,3.43,12.75,2.06,3.82,391,6,3,3
106,marketing expense,3.67,11.72,1.47,8.21,228,4,7,3
104,license support,0.0,11.93,0.0,3.58,461,0,3,3
132,net investment,3.8,11.86,0.76,5.93,325,2,5,3
145,note note consolidated,3.73,12.08,1.87,9.67,252,5,8,3
193,three month ended march,3.65,12.92,1.82,10.34,905,5,8,3
167,second quarter fiscal,3.58,12.68,2.51,5.07,292,7,4,3
160,refer note,3.79,11.91,1.52,8.34,262,4,7,3
34,contract asset,3.27,12.63,1.64,10.11,256,5,8,3
155,product revenue,3.19,12.0,1.28,8.4,247,4,7,3
152,period last,2.24,13.65,0.22,5.46,484,1,4,3
170,senior note due,3.83,12.49,1.92,9.99,546,5,8,3
9,basis point,3.51,11.82,1.4,8.28,367,4,7,3
43,december company,3.7,12.47,1.85,9.98,300,5,8,3
146,open source,3.67,11.27,1.1,6.76,295,3,6,3
8,average selling,3.89,12.31,1.95,2.46,299,5,2,3
47,derivative instrument,3.55,11.31,3.2,6.78,373,9,6,3
177,software license,3.44,11.93,2.06,10.74,243,6,9,3
197,year ended december,3.51,13.03,1.05,7.82,1153,3,6,3
191,three month ended january,3.34,10.55,1.33,1.06,372,4,1,3
190,three month ended december,3.83,12.66,1.92,8.86,244,5,7,2
185,taxonomy extension,3.71,12.97,2.97,7.78,479,8,6,2
134,network security,3.08,11.75,0.92,5.88,282,3,5,2
107,material adverse effect result,3.43,12.2,2.06,9.76,496,6,8,2
195,xbrl taxonomy,3.71,12.97,2.97,7.78,396,8,6,2
1,acquisition first,3.44,11.63,0.69,4.65,259,2,4,2
196,xbrl taxonomy extension,3.71,12.97,2.97,7.78,396,8,6,2
184,tax incentive,3.58,11.72,1.79,3.52,264,5,3,2
169,segment operating,3.3,12.47,1.65,3.74,227,5,3,2
182,support contract,2.24,11.81,0.22,3.54,229,1,3,2
181,stock repurchase program,3.38,11.53,2.03,4.61,272,6,4,2
174,six month ended april,2.7,0.0,0.54,0.0,301,2,0,2
135,nine month ended april,3.98,0.0,0.8,0.0,221,2,0,2
163,reportable segment,3.33,12.44,2.0,9.95,345,6,8,2
149,operating segment,3.45,11.87,2.42,5.94,328,7,5,2
123,month ended march,3.74,12.92,2.24,10.34,1202,6,8,2
148,operating result financial,3.59,12.2,2.15,9.76,269,6,8,2
93,increased primarily,3.58,12.24,1.79,8.57,277,5,7,2
144,note condensed consolidated financial statement,3.86,12.44,1.93,8.71,363,5,7,2
140,noncontrolling interest,3.96,11.66,0.79,4.66,259,2,4,2
136,nine month ended july,2.7,0.0,0.54,0.0,307,2,0,2
0,acquired intangible,3.73,12.44,2.24,9.95,259,6,8,2
100,issued asu,3.53,12.64,2.12,10.11,269,6,8,2
69,financial measure,3.41,12.53,2.39,6.26,274,7,5,2
78,fiscal compared,3.15,10.57,1.26,2.11,247,4,2,2
58,ended july,3.53,12.21,2.47,6.1,739,7,5,2
56,ended april,3.53,13.11,2.12,5.24,777,6,4,2
31,consolidated statement operation,3.35,12.74,2.01,5.1,371,6,4,2
32,constant currency,3.29,11.48,0.33,3.44,295,1,3,2
46,defined benefit,3.18,13.07,0.95,6.53,312,3,5,2
25,condensed consolidated statement,3.52,12.66,2.82,7.6,600,8,6,2
54,effect result financial,3.43,12.78,2.06,5.11,410,6,4,2
72,first nine,3.44,12.02,1.72,8.41,562,5,7,2
23,compared period last,2.24,14.04,0.22,4.21,363,1,3,2
73,first nine month,3.44,12.02,1.72,8.41,562,5,7,2
76,first six,3.27,11.97,1.31,7.18,421,4,6,2
61,ended may,3.74,12.9,1.5,7.74,295,4,6,2
19,commercial paper,3.57,11.91,1.43,7.15,452,4,6,2
79,fiscal primarily,3.62,10.57,1.45,2.11,293,4,2,2
84,foreign currency forward contract,3.73,12.24,1.86,8.57,297,5,7,2
2,additional information regarding,3.75,12.54,1.88,8.78,303,5,7,2
3,adverse effect result financial,3.43,12.78,2.06,5.11,408,6,4,2
14,class action,3.61,11.42,2.53,5.71,230,7,5,2
42,current report filed,3.51,13.45,1.05,6.72,222,3,5,2
59,ended june,3.74,12.92,2.24,10.34,1841,6,8,2
83,foreign currency forward,3.73,12.24,1.86,8.57,398,5,7,2
37,corporation subsidiariesnotes,3.7,14.18,0.74,1.42,255,2,1,1
150,oracle cloud,4.11,11.36,0.41,2.27,242,1,2,1
41,currency forward contract,3.81,12.24,2.28,8.57,337,6,7,1
33,contentswestern digital,4.15,0.0,0.42,0.0,220,1,0,1
