,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
0,accompanying note integral,8.84,0.0,6.31,0.0,457,5,0,5
133,note integral,8.84,0.0,6.31,0.0,457,5,0,5
160,registrant subsidiary,9.88,19.1,1.41,16.37,457,1,6,5
118,march compared period,8.72,17.69,7.47,2.53,263,6,1,5
134,note integral part,8.84,0.0,6.31,0.0,457,5,0,5
51,edison company,8.45,17.39,6.04,2.48,344,5,1,4
85,expense decreased million,8.03,19.05,2.29,16.33,252,2,6,4
21,company new,8.75,18.54,6.25,2.65,341,5,1,4
96,financial statement item,8.72,17.54,7.47,5.01,320,6,2,4
19,combined note,8.72,18.7,7.47,5.34,1449,6,2,4
116,june compared period,8.72,17.77,7.47,5.08,531,6,2,4
121,million series,10.32,18.92,1.47,13.51,302,1,5,4
45,decrease partially,7.94,19.1,2.27,16.37,325,2,6,4
122,money pool,9.88,18.67,1.41,13.34,582,1,5,4
154,power light,9.96,18.66,2.85,16.0,538,2,6,4
166,september compared period,8.72,17.77,7.47,5.08,276,6,2,4
46,decrease partially offset,7.94,19.1,2.27,16.37,325,2,6,4
135,note regulatory,9.42,17.77,6.73,5.08,456,5,2,3
141,offset part,8.91,0.0,3.82,0.0,252,3,0,3
143,operating company,6.97,19.05,2.99,16.33,551,3,6,3
117,llc financial,0.0,18.75,0.0,8.04,272,0,3,3
167,series due,6.0,18.92,0.86,10.81,284,1,4,3
184,statement integral,0.0,18.32,0.0,7.85,265,0,3,3
95,financial statement integral,0.0,18.32,0.0,7.85,265,0,3,3
92,financial statement discussion,7.46,18.67,2.13,13.34,649,2,5,3
185,statement integral part,0.0,18.32,0.0,7.85,265,0,3,3
192,unit power,11.81,18.45,1.69,10.54,277,1,4,3
49,due primarily,8.84,18.78,6.31,5.37,621,5,2,3
100,formula rate plan,0.0,18.75,0.0,8.04,918,0,3,3
12,cash flow provided,9.3,18.54,5.32,2.65,345,4,1,3
8,base rate case,7.46,18.67,2.13,13.34,333,2,5,3
97,flow provided,9.3,19.66,5.32,5.62,360,4,2,2
20,combined note consolidated,10.32,18.7,5.89,5.34,1186,4,2,2
13,centerpoint energy,0.0,18.12,0.0,5.18,1839,0,2,2
174,share unless,8.65,19.71,3.71,2.82,421,3,1,2
98,flow used investing,9.26,19.78,6.61,8.48,261,5,3,2
172,share data,9.96,0.0,2.85,0.0,310,2,0,2
139,nuclear fuel,9.81,18.65,7.0,7.99,970,5,3,2
170,series preferred stock,10.32,19.01,1.47,8.15,318,1,3,2
60,energy business,8.91,17.69,3.82,2.53,375,3,1,2
176,spent nuclear,9.81,18.65,7.0,7.99,495,5,3,2
62,energy consumer,9.06,18.54,3.88,2.65,891,3,1,2
165,see note regulatory,9.26,17.77,5.29,5.08,333,4,2,2
164,securitization bond,11.81,18.75,1.69,8.04,303,1,3,2
163,revenue decoupling,8.18,17.54,4.68,5.01,251,4,2,2
162,retail margin,0.0,20.4,0.0,5.83,282,0,2,2
161,regulated distribution,6.0,19.3,0.86,8.27,262,1,3,2
130,note condensed,9.02,19.21,3.87,13.72,849,3,5,2
25,condensed consolidated,9.02,19.21,3.87,13.72,1287,3,5,2
26,condensed consolidated financial,9.02,19.21,3.87,13.72,789,3,5,2
103,held sale,8.91,18.67,3.82,13.34,268,3,5,2
177,spent nuclear fuel,9.81,18.65,7.0,7.99,421,5,3,2
109,insurance fund,7.68,0.0,2.19,0.0,339,2,0,2
9,base roe,8.16,18.74,2.33,10.71,316,2,4,2
144,operating margin,0.0,19.24,0.0,5.5,263,0,2,2
35,corporation report,0.0,19.12,0.0,5.46,459,0,2,2
11,california edison,8.79,20.79,3.77,2.97,283,3,1,2
105,income cash flow,9.72,19.28,5.55,5.51,256,4,2,2
146,palo verde,10.67,0.0,3.05,0.0,291,2,0,2
159,quarter compared,8.02,18.45,2.29,10.54,414,2,4,2
186,statement operation,9.88,19.78,1.41,8.48,366,1,3,2
148,per share data,9.96,0.0,2.85,0.0,310,2,0,2
4,allowance uncollectible,8.61,19.04,6.15,8.16,321,5,3,2
150,performance unit,8.96,19.38,3.84,13.84,360,3,5,2
28,condensed financial statement,9.61,19.14,6.86,8.2,414,5,3,2
181,statement except,9.43,19.28,5.39,5.51,406,4,2,2
47,degree day,9.96,18.24,2.85,10.42,368,2,4,2
131,note condensed consolidated,10.53,18.78,3.01,8.05,487,2,3,1
136,nstar electric,6.0,0.0,0.86,0.0,903,1,0,1
128,new orleans,0.0,18.54,0.0,2.65,954,0,1,1
29,consolidated financial except,9.88,0.0,1.41,0.0,306,1,0,1
127,new jersey,7.46,19.04,2.13,8.16,460,2,3,1
126,new entergy,0.0,18.54,0.0,2.65,318,0,1,1
125,net cash flow,8.99,18.8,5.14,8.06,361,4,3,1
123,natural gas distribution,8.64,18.45,3.7,10.54,514,3,4,1
14,centerpoint energy cerc,0.0,17.69,0.0,2.53,293,0,1,1
15,city council,0.0,18.54,0.0,2.65,525,0,1,1
120,million entergy,0.0,18.54,0.0,2.65,359,0,1,1
119,march entergy,0.0,18.54,0.0,2.65,253,0,1,1
16,clean energy business,5.04,0.0,0.72,0.0,354,1,0,1
17,cm energy,11.81,0.0,1.69,0.0,1383,1,0,1
18,cm energy consumer,11.81,0.0,1.69,0.0,585,1,0,1
115,item statement,7.81,19.29,4.46,13.78,271,4,5,1
137,nuclear decommissioning,10.41,18.41,4.46,10.52,656,3,4,1
157,ppl corporation report,0.0,19.71,0.0,2.82,417,0,1,1
140,nuclear plant,10.41,18.45,4.46,10.54,327,3,4,1
175,share unless otherwise,7.46,19.71,2.13,2.82,419,2,1,1
197,wildfire insurance fund,10.32,0.0,1.47,0.0,294,1,0,1
196,wildfire insurance,10.32,0.0,1.47,0.0,594,1,0,1
195,wholesale commodity,0.0,18.54,0.0,2.65,850,0,1,1
194,utility registrant,9.88,18.86,1.41,5.39,360,1,2,1
193,utility operating company,5.52,18.65,1.58,7.99,432,2,3,1
189,system energy,7.54,19.06,2.15,8.17,970,2,3,1
188,subsidiariesnotes financial,0.0,18.54,0.0,2.65,686,0,1,1
187,statement operation comprehensive,9.88,0.0,1.41,0.0,324,1,0,1
3,alliant energy,8.02,17.85,2.29,2.55,693,2,1,1
183,statement herein,6.0,19.66,0.86,5.62,472,1,2,1
182,statement except per,9.88,0.0,1.41,0.0,383,1,0,1
173,share data unless,9.88,0.0,1.41,0.0,293,1,0,1
142,ohio company,0.0,17.39,0.0,2.48,372,0,1,1
171,service disposal,0.0,17.69,0.0,2.53,395,0,1,1
169,series preferred,10.1,19.01,2.89,8.15,642,2,3,1
168,series mortgage,0.0,18.54,0.0,2.65,268,0,1,1
5,aps filed,11.02,0.0,1.57,0.0,268,1,0,1
7,base distribution,7.94,18.62,2.27,7.98,330,2,3,1
113,internationals sces,10.32,0.0,1.47,0.0,291,1,0,1
155,power station,8.91,18.65,2.54,7.99,596,2,3,1
153,power fuel,9.06,19.06,5.18,8.17,258,4,3,1
152,pinnacle westaps,11.02,0.0,1.57,0.0,281,1,0,1
151,pinnacle west,11.02,0.0,1.57,0.0,783,1,0,1
145,operation comprehensive,7.94,20.79,2.27,2.97,360,2,1,1
30,consolidated statement operation,9.88,19.66,1.41,5.62,266,1,2,1
114,ipl wpl,10.04,0.0,1.43,0.0,505,1,0,1
112,international sce,10.32,0.0,1.47,0.0,506,1,0,1
67,entergy corporation subsidiary,0.0,18.54,0.0,2.65,264,0,1,1
38,data unless,9.88,0.0,1.41,0.0,293,1,0,1
77,entergy texas,0.0,18.54,0.0,2.65,719,0,1,1
39,data unless otherwise,9.88,0.0,1.41,0.0,293,1,0,1
76,entergy system,0.0,18.54,0.0,2.65,285,0,1,1
75,entergy new orleans,0.0,18.54,0.0,2.65,699,0,1,1
74,entergy new entergy,0.0,18.54,0.0,2.65,279,0,1,1
73,entergy new,0.0,18.54,0.0,2.65,1520,0,1,1
72,entergy mississippi,0.0,18.54,0.0,2.65,552,0,1,1
71,entergy louisiana,0.0,18.54,0.0,2.65,1055,0,1,1
111,international parent,10.32,0.0,1.47,0.0,326,1,0,1
70,entergy entergy new,0.0,18.54,0.0,2.65,366,0,1,1
40,debt credit,9.45,18.9,6.75,10.8,291,5,4,1
69,entergy entergy entergy,0.0,18.54,0.0,2.65,670,0,1,1
65,entergy arkansas,0.0,18.54,0.0,2.65,869,0,1,1
80,eversource energy,6.0,0.0,0.86,0.0,346,1,0,1
64,energy service disposal,0.0,17.69,0.0,2.53,261,0,1,1
63,energy houston,0.0,17.69,0.0,2.53,404,0,1,1
43,decommissioning trust fund,10.41,19.28,4.46,5.51,253,3,2,1
61,energy cerc,0.0,17.69,0.0,2.53,372,0,1,1
59,electric natural gas,8.64,18.45,3.7,10.54,386,3,4,1
58,electric natural,8.64,18.45,3.7,10.54,390,3,4,1
44,decoupling mechanism,8.18,17.64,4.68,7.56,267,4,3,1
55,edison internationals sces,10.32,0.0,1.47,0.0,261,1,0,1
54,edison internationals,10.32,0.0,1.47,0.0,459,1,0,1
53,edison international sce,10.32,0.0,1.47,0.0,454,1,0,1
52,edison international,10.32,0.0,1.47,0.0,1465,1,0,1
50,edison cecony,5.04,0.0,0.72,0.0,263,1,0,1
48,discontinued operation,10.72,18.9,4.6,10.8,384,3,4,1
79,entergy wholesale commodity,0.0,18.54,0.0,2.65,772,0,1,1
78,entergy wholesale,0.0,18.54,0.0,2.65,1020,0,1,1
81,eversource parent,6.0,0.0,0.86,0.0,296,1,0,1
102,grand gulf,0.0,18.54,0.0,2.65,267,0,1,1
1,aep texas,0.0,20.02,0.0,2.86,321,0,1,1
99,foreign currency,8.41,20.25,3.61,5.79,704,3,2,1
32,contentscombined note consolidated,9.88,0.0,1.41,0.0,690,1,0,1
22,compared period due,6.97,17.62,2.99,5.03,284,3,2,1
33,contentsentergy corporation,0.0,18.54,0.0,2.65,862,0,1,1
93,financial statement except,9.88,0.0,1.41,0.0,383,1,0,1
23,con edison,5.04,0.0,0.72,0.0,1425,1,0,1
104,houston electric,0.0,17.69,0.0,2.53,882,0,1,1
34,contentsentergy corporation subsidiariesnotes,0.0,18.54,0.0,2.65,686,0,1,1
91,financial statement additional,10.45,18.55,2.99,7.95,652,2,3,1
90,financial except per,9.88,0.0,1.41,0.0,306,1,0,1
36,corporation subsidiariesnotes,0.0,18.54,0.0,2.65,686,0,1,1
107,indiana electric,0.0,17.69,0.0,2.53,406,0,1,1
88,file pinnacle,11.02,0.0,1.57,0.0,264,1,0,1
108,infrastructure service,0.0,17.69,0.0,2.53,283,0,1,1
86,fe debtor,0.0,17.39,0.0,2.48,302,0,1,1
24,con edison cecony,5.04,0.0,0.72,0.0,258,1,0,1
84,exelon generation,9.88,18.12,1.41,5.18,416,1,2,1
83,excess accumulated deferred,6.0,19.28,0.86,5.51,323,1,2,1
37,corporation subsidiariesnotes financial,0.0,18.54,0.0,2.65,686,0,1,1
82,excess accumulated,6.0,19.28,0.86,5.51,323,1,2,1
101,four corner,11.02,0.0,1.57,0.0,270,1,0,1
31,contentscombined note,9.88,19.71,1.41,2.82,695,1,1,0
198,winter storm,8.91,18.75,3.82,8.04,262,3,3,0
42,decommissioning trust,10.41,18.65,4.46,7.99,610,3,3,0
27,condensed consolidated statement,9.02,19.45,3.87,8.34,265,3,3,0
179,statement additional information,10.45,19.12,2.99,5.46,328,2,2,0
41,decommissioning cost,10.41,18.65,4.46,7.99,297,3,3,0
2,aes corporation,10.1,19.66,2.89,5.62,460,2,2,0
191,transmission formula rate,8.97,19.04,3.84,8.16,291,3,3,0
190,transmission formula,8.97,19.04,3.84,8.16,353,3,3,0
180,statement change,10.76,19.26,6.15,11.01,318,4,4,0
156,ppl corporation,6.0,19.71,0.86,2.82,541,1,1,0
178,statement additional,10.69,19.11,6.11,10.92,663,4,4,0
56,effective income,10.51,17.87,6.01,10.21,366,4,4,0
110,integral part financial,7.35,18.32,3.15,7.85,457,3,3,0
106,indian point,5.04,18.54,0.72,2.65,361,1,1,0
124,ndt fund,9.88,17.39,1.41,2.48,298,1,1,0
94,financial statement herein,6.0,18.54,0.86,2.65,470,1,1,0
129,new york state,6.97,18.91,2.99,8.1,253,3,3,0
132,note condensed financial,8.02,19.87,2.29,5.68,348,2,2,0
89,financial except,10.1,18.2,2.89,5.2,312,2,2,0
87,federal epa,7.94,20.4,2.27,5.83,296,2,2,0
138,nuclear decommissioning trust,10.41,18.65,4.46,7.99,329,3,3,0
10,billing cycle,8.65,18.65,3.71,7.99,253,3,3,0
147,pension opeb,10.58,18.42,4.53,7.89,607,3,3,0
149,per share unless,9.88,19.71,1.41,2.82,417,1,1,0
158,ppl electric,6.0,19.71,0.86,2.82,626,1,1,0
68,entergy entergy,9.88,18.54,1.41,2.65,1257,1,1,0
66,entergy corporation,5.04,18.54,0.72,2.65,979,1,1,0
6,available common,9.3,18.7,5.32,10.69,266,4,4,0
57,effective income tax,10.51,17.87,6.01,10.21,366,4,4,0
199,york state,6.97,18.91,2.99,8.1,289,3,3,0
