,word,good_score,bad_score,good_score_all,bad_score_all,count,good_nums,bad_nums,diff
56,defined benefit pension plan,3.23,15.26,2.51,3.39,167,7,2,5
116,million million three month,3.62,15.94,2.81,3.54,411,7,2,5
168,reference exhibit current report,3.46,14.16,2.69,3.15,206,7,2,5
42,condensed consolidated financial statement,3.62,14.52,2.82,3.23,515,7,2,5
117,million million three month end,3.62,15.94,2.81,3.54,255,7,2,5
123,million three month end,3.48,15.09,3.48,6.71,358,9,4,5
121,million six month end,3.34,15.88,2.97,7.06,413,8,4,4
41,condensed consolidated balance sheet,3.45,14.52,2.3,3.23,182,6,2,4
177,six month ended june compared,3.13,15.26,2.44,5.09,201,7,3,4
128,month ended september compared,3.13,15.26,2.44,5.09,171,7,3,4
127,month ended june compared,3.13,15.26,2.44,5.09,336,7,3,4
134,note condensed consolidated financial,3.43,14.52,2.29,3.23,338,6,2,4
167,reference exhibit annual report,3.27,14.16,2.18,3.15,177,6,2,4
118,million nine month end,3.34,15.88,2.97,7.06,418,8,4,4
135,note condensed consolidated financial statement,3.86,14.52,2.14,3.23,211,5,2,3
37,compared three month ended,3.3,15.68,1.84,3.48,166,5,2,3
115,million million six month end,3.73,15.94,2.07,3.54,352,5,2,3
191,unaudited condensed consolidated financial,3.19,14.52,1.77,3.23,249,5,2,3
114,million million six month,3.73,15.94,2.07,3.54,401,5,2,3
48,convertible senior note due,0.0,15.86,0.0,3.53,166,0,2,2
47,consolidated financial statement item,3.27,15.01,2.18,6.67,206,6,4,2
105,million million million million,3.09,14.66,1.72,4.89,514,5,3,2
8,annual report year end,3.34,14.78,2.97,9.85,176,8,6,2
150,presid chief financi offic,0.0,14.58,0.0,1.62,240,0,1,1
139,offic princip financi offic,0.0,14.58,0.0,1.62,212,0,1,1
140,offic pursuant rule act,0.0,14.58,0.0,1.62,172,0,1,1
141,offic pursuant rule act certif,0.0,14.58,0.0,1.62,165,0,1,1
147,payment process relat transact,0.0,14.58,0.0,1.62,278,0,1,1
149,period primarili due increas,0.0,14.58,0.0,1.62,238,0,1,1
142,oper expens incom net,0.0,14.58,0.0,1.62,159,0,1,1
146,patent infring district court,0.0,14.58,0.0,1.62,303,0,1,1
144,oper result cash flow,0.0,14.58,0.0,1.62,243,0,1,1
145,part ii statement supplementari,0.0,14.58,0.0,1.62,187,0,1,1
138,note consolid financi statement continu,0.0,14.58,0.0,1.62,198,0,1,1
148,payment process relat transact cost,0.0,14.58,0.0,1.62,233,0,1,1
143,oper expens without compens,0.0,14.58,0.0,1.62,169,0,1,1
0,accompani note consolid financi,0.0,14.58,0.0,1.62,273,0,1,1
137,note consolid financi statement,0.0,14.58,0.0,1.62,595,0,1,1
136,note consolid financi continu,0.0,14.58,0.0,1.62,255,0,1,1
102,million except per share,0.0,14.58,0.0,1.62,178,0,1,1
103,million except per share data,0.0,14.58,0.0,1.62,165,0,1,1
104,million includ million compens,0.0,14.58,0.0,1.62,236,0,1,1
112,million million nine month,3.55,15.94,1.18,3.54,361,3,2,1
113,million million nine month end,3.55,15.94,1.18,3.54,342,3,2,1
119,million nine month end septemb,0.0,14.58,0.0,1.62,418,0,1,1
122,million six month end june,0.0,14.58,0.0,1.62,410,0,1,1
124,month end june respect,0.0,14.58,0.0,1.62,162,0,1,1
125,month end septemb compar,0.0,14.58,0.0,1.62,156,0,1,1
126,month end septemb respect,0.0,14.58,0.0,1.62,166,0,1,1
129,net cash provid use,0.0,14.58,0.0,1.62,368,0,1,1
130,net income per share,4.59,15.68,0.51,3.48,173,1,2,1
151,presid chief financi offic pursuant,0.0,14.58,0.0,1.62,176,0,1,1
132,nine month end septemb,0.0,14.58,0.0,1.62,996,0,1,1
133,north america intern consolid,0.0,14.58,0.0,1.62,249,0,1,1
131,net oper loss carryforward,0.0,14.58,0.0,1.62,182,0,1,1
156,process relat transact cost,0.0,14.58,0.0,1.62,233,0,1,1
152,princip execut offic princip,0.0,14.58,0.0,1.62,186,0,1,1
153,princip execut offic princip financi,0.0,14.58,0.0,1.62,186,0,1,1
179,suffer unsuccess make integr,0.0,14.58,0.0,1.62,156,0,1,1
180,szkutak senior vice presid,0.0,14.58,0.0,1.62,178,0,1,1
181,szkutak senior vice presid chief,0.0,14.58,0.0,1.62,178,0,1,1
182,tax benefit relat excess,0.0,14.58,0.0,1.62,156,0,1,1
183,tax benefit relat excess compens,0.0,14.58,0.0,1.62,155,0,1,1
184,technolog content gener administr,0.0,14.58,0.0,1.62,277,0,1,1
185,thoma szkutak senior vice,0.0,14.58,0.0,1.62,176,0,1,1
186,thoma szkutak senior vice presid,0.0,14.58,0.0,1.62,176,0,1,1
187,three month end june,0.0,14.58,0.0,1.62,250,0,1,1
188,three month end march,0.0,14.58,0.0,1.62,349,0,1,1
189,three month end septemb,0.0,14.58,0.0,1.62,291,0,1,1
190,trail twelv month end,0.0,14.58,0.0,1.62,179,0,1,1
192,us patent infring district,0.0,14.58,0.0,1.62,199,0,1,1
193,us patent infring district court,0.0,14.58,0.0,1.62,199,0,1,1
194,vice presid chief financi,0.0,14.58,0.0,1.62,246,0,1,1
195,vice presid chief financi offic,0.0,14.58,0.0,1.62,240,0,1,1
196,wrongdo intend vigor defend,0.0,14.58,0.0,1.62,186,0,1,1
197,wrongdo intend vigor defend matter,0.0,14.58,0.0,1.62,177,0,1,1
198,year period primarili due,0.0,14.58,0.0,1.62,297,0,1,1
178,softwar websit develop cost,0.0,14.58,0.0,1.62,158,0,1,1
176,six month end june,0.0,14.58,0.0,1.62,918,0,1,1
175,senior vice presid chief financi,0.0,14.58,0.0,1.62,245,0,1,1
162,qualit disclosur market risk,0.0,14.58,0.0,1.62,174,0,1,1
154,prior year period primarili,0.0,14.58,0.0,1.62,304,0,1,1
155,prior year period primarili due,0.0,14.58,0.0,1.62,297,0,1,1
1,accompani note consolid financi statement,0.0,14.58,0.0,1.62,227,0,1,1
157,provid use financ activ,0.0,14.58,0.0,1.62,165,0,1,1
158,provid use invest activ,0.0,14.58,0.0,1.62,221,0,1,1
159,provid use oper activ,0.0,14.58,0.0,1.62,261,0,1,1
160,purchas fix asset includ,0.0,14.58,0.0,1.62,171,0,1,1
161,pursuant rule act certif,0.0,14.58,0.0,1.62,165,0,1,1
163,quantit qualit disclosur market,0.0,14.58,0.0,1.62,174,0,1,1
174,senior vice presid chief,0.0,14.58,0.0,1.62,262,0,1,1
164,quantit qualit disclosur market risk,0.0,14.58,0.0,1.62,174,0,1,1
165,quarterli report quarter end,0.0,14.58,0.0,1.62,164,0,1,1
166,quot price common stock,0.0,14.58,0.0,1.62,210,0,1,1
169,relat excess compens deduct,0.0,14.58,0.0,1.62,180,0,1,1
170,report year end decemb,0.0,14.58,0.0,1.62,176,0,1,1
171,see accompani note consolid,0.0,14.58,0.0,1.62,251,0,1,1
172,see accompani note consolid financi,0.0,14.58,0.0,1.62,251,0,1,1
173,see item part ii,0.0,14.58,0.0,1.62,376,0,1,1
101,media electron gener merchandis total,0.0,14.58,0.0,1.62,321,0,1,1
100,media electron gener merchandis,0.0,14.58,0.0,1.62,327,0,1,1
99,measur free cash flow,0.0,14.58,0.0,1.62,158,0,1,1
